"time","station","Cond","DOpct","Sal","Temp","Turb","pH",
2023-01-01 00:00:00.000 -0500,Alan,411.3,76.42,0.32,5.591,20.92,7.17
2023-01-01 00:15:00.000 -0500,Alan,408.4,75.08,0.32,5.569,20.8,7.17
2023-01-01 00:30:00.000 -0500,Alan,407.4,74.55,0.32,5.578,20.65,7.16
2023-01-01 00:45:00.000 -0500,Alan,407.4,74.74,0.32,5.597,20.25,7.16
2023-01-01 01:00:00.000 -0500,Alan,407.8,74.83,0.32,5.579,21.25,7.15
2023-01-01 01:15:00.000 -0500,Alan,406.1,73.92,0.31,5.551,20.38,7.15
2023-01-01 01:30:00.000 -0500,Alan,405.9,71.54,0.31,5.521,21.57,7.15
2023-01-01 01:45:00.000 -0500,Alan,403.2,76.3,0.31,5.501,21.92,7.16
2023-01-01 02:00:00.000 -0500,Alan,402.3,75.55,0.31,5.487,21.82,7.16
2023-01-01 02:15:00.000 -0500,Alan,402.9,71.35,0.31,5.494,21.83,7.16
2023-01-01 02:30:00.000 -0500,Alan,402.3,72.58,0.31,5.488,22.15,7.16
2023-01-01 02:45:00.000 -0500,Alan,401.4,76.53,0.31,5.469,21.81,7.16
2023-01-01 03:00:00.000 -0500,Alan,400.9,72.4,0.31,5.475,21.62,7.16
2023-01-01 03:15:00.000 -0500,Alan,400.5,70.84,0.31,5.475,21.63,7.15
2023-01-01 03:30:00.000 -0500,Alan,400.6,70.51,0.31,5.473,21.97,7.15
2023-01-01 03:45:00.000 -0500,Alan,399.9,70.15,0.31,5.469,21.82,7.15
2023-01-01 04:00:00.000 -0500,Alan,400.9,69.72,0.31,5.466,21.47,7.15
2023-01-01 04:15:00.000 -0500,Alan,399.8,67.85,0.31,5.458,22.18,7.15
2023-01-01 04:30:00.000 -0500,Alan,399.7,67.73,0.31,5.456,22.05,7.15
2023-01-01 04:45:00.000 -0500,Alan,399.6,68.05,0.31,5.455,21.8,7.15
2023-01-01 05:00:00.000 -0500,Alan,399.7,71.07,0.31,5.455,23.34,7.15
